CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
C10528,125,2,276.25,2,3,4,9,At Risk
C10529,12,1,100.75,4,1,3,8,New Customers
C10530,85,2,277.7,2,3,4,9,At Risk
C10531,13,1,48.2,4,1,3,8,New Customers
C10532,89,1,19.5,2,1,2,5,Lost
C10533,224,1,156.0,1,1,4,6,Lost
C10534,43,2,89.85,3,3,3,9,Loyal Customers
C10535,329,2,22.2,1,3,2,6,Cant Lose Them
C10536,1,2,23.75,4,3,2,9,Loyal Customers
C10537,45,1,14.65,3,1,2,6,Potential Loyalists
C10538,16,1,34.85,4,1,3,8,New Customers
C10539,68,5,131.8,3,4,4,11,Loyal Customers
C10540,32,2,44.400000000000006,3,3,3,9,Loyal Customers
C10541,25,1,52.75,3,1,3,7,Potential Loyalists
C10542,93,2,167.85,2,3,4,9,At Risk
C10543,184,1,32.5,2,1,3,6,Lost
C10544,45,2,15.7,3,3,2,8,Loyal Customers
C10545,190,1,22.75,2,1,2,5,Lost
C10546,59,1,316.2,3,1,4,8,Potential Loyalists
C10547,154,1,235.9,2,1,4,7,Lost
C10548,87,1,159.25,2,1,4,7,Lost
C10549,8,2,23.7,4,3,2,9,Loyal Customers
C10550,83,2,26.0,2,3,2,7,At Risk
C10551,151,1,13.0,2,1,2,5,Lost
C10552,125,1,22.75,2,1,2,5,Lost
C10553,70,1,42.25,2,1,3,6,Lost
C10554,9,1,55.25,4,1,3,8,New Customers
C10555,112,1,9.75,2,1,1,4,Lost
C10556,66,1,29.25,3,1,2,6,Potential Loyalists
C10557,5,5,614.35,4,4,4,12,Champions
C10558,5,20,1991.3500000000001,4,4,4,12,Champions
C10559,5,2,174.95,4,3,4,11,Loyal Customers
C10560,1,11,526.15,4,4,4,12,Champions
C10561,125,1,35.75,2,1,3,6,Lost
C10562,8,1,80.75,4,1,3,8,New Customers
C10563,37,2,31.4,3,3,3,9,Loyal Customers
C10564,40,1,31.4,3,1,3,7,Potential Loyalists
C10565,370,1,19.5,1,1,2,4,Lost
C10566,86,1,26.0,2,1,2,5,Lost
C10567,133,1,19.65,2,1,2,5,Lost
C10568,25,1,42.25,3,1,3,7,Potential Loyalists
C10569,9,1,12.7,4,1,2,7,New Customers
C10570,128,1,22.75,2,1,2,5,Lost
C10571,26,1,162.6,3,1,4,8,Potential Loyalists
C10572,64,2,28.1,3,3,2,8,Loyal Customers
C10573,24,3,233.85,3,4,4,11,Loyal Customers
C10574,280,2,331.5,1,3,4,8,Cant Lose Them
C10575,3,3,530.3,4,4,4,12,Champions
C10576,2,1,159.25,4,1,4,9,New Customers
C10577,88,1,71.5,2,1,3,6,Lost
C10578,34,1,26.0,3,1,2,6,Potential Loyalists
C10579,102,1,22.45,2,1,2,5,Lost
C10580,7,2,247.0,4,3,4,11,Loyal Customers
C10581,3,2,182.45,4,3,4,11,Loyal Customers
C10582,334,1,13.0,1,1,2,4,Lost
C10583,12,1,61.7,4,1,3,8,New Customers
C10584,196,1,45.5,2,1,3,6,Lost
C10585,21,2,73.6,3,3,3,9,Loyal Customers
C10586,99,1,90.5,2,1,3,6,Lost
C10587,149,1,32.5,2,1,3,6,Lost
C10588,63,3,49.8,3,4,3,10,Loyal Customers
C10589,289,1,39.0,1,1,3,5,Lost
C10590,173,1,16.25,2,1,2,5,Lost
C10591,67,2,35.75,3,3,3,9,Loyal Customers
C10592,38,4,420.85,3,4,4,11,Loyal Customers
C10593,231,1,156.0,1,1,4,6,Lost
C10594,5,3,308.35,4,4,4,12,Champions
C10595,15,1,146.45,4,1,4,9,New Customers
C10596,1,14,1697.2,4,4,4,12,Champions
C10597,83,2,81.25,2,3,3,8,At Risk
C10598,11,3,52.0,4,4,3,11,Loyal Customers
C10599,102,1,16.25,2,1,2,5,Lost
C10600,8,9,403.45,4,4,4,12,Champions
C10601,14,1,19.95,4,1,2,7,New Customers
C10602,64,1,126.75,3,1,4,8,Potential Loyalists
C10603,9,1,63.6,4,1,3,8,New Customers
C10604,15,4,120.25,4,4,4,12,Champions
C10605,162,4,75.35000000000001,2,4,3,9,At Risk
C10606,224,3,136.5,1,4,4,9,Cant Lose Them
C10607,2,21,2185.5,4,4,4,12,Champions
C10608,142,1,45.5,2,1,3,6,Lost
C10609,20,2,161.35,3,3,4,10,Loyal Customers
C10610,11,7,332.25,4,4,4,12,Champions
C10611,3,4,218.8,4,4,4,12,Champions
C10612,149,2,25.5,2,3,2,7,At Risk
C10613,145,3,56.15,2,4,3,9,At Risk
C10614,196,1,7.0,2,1,1,4,Lost
C10615,181,1,109.45,2,1,4,7,Lost
C10616,142,2,62.75,2,3,3,8,At Risk
C10617,81,2,99.0,2,3,3,8,At Risk
C10618,58,2,13.0,3,3,2,8,Loyal Customers
C10619,10,1,40.5,4,1,3,8,New Customers
C10620,57,1,6.2,3,1,1,5,Potential Loyalists
C10621,94,3,134.45,2,4,4,10,At Risk
C10622,9,2,155.65,4,3,4,11,Loyal Customers
C10623,34,2,83.2,3,3,3,9,Loyal Customers
C10624,115,2,26.0,2,3,2,7,At Risk
C10625,244,1,19.5,1,1,2,4,Lost
C10626,304,1,21.4,1,1,2,4,Lost
C10627,354,2,19.5,1,3,2,6,Cant Lose Them
C10628,6,6,875.15,4,4,4,12,Champions
C10629,197,2,27.05,2,3,2,7,At Risk
C10630,209,1,14.700000000000001,1,1,2,4,Lost
C10631,5,7,1556.8,4,4,4,12,Champions
C10632,166,1,3.25,2,1,1,4,Lost
C10633,326,1,2.1,1,1,1,3,Lost
C10634,196,1,16.25,2,1,2,5,Lost
C10635,324,1,29.75,1,1,2,4,Lost
C10636,4,1,10.7,4,1,2,7,New Customers
C10637,12,3,188.7,4,4,4,12,Champions
C10638,31,1,13.0,3,1,2,6,Potential Loyalists
C10639,18,1,52.0,4,1,3,8,New Customers
C10640,188,1,32.5,2,1,3,6,Lost
C10641,269,1,9.75,1,1,1,3,Lost
C10642,3,27,1793.2,4,4,4,12,Champions
C10643,118,1,6.5,2,1,1,4,Lost
C10644,51,1,39.0,3,1,3,7,Potential Loyalists
C10645,1,17,2240.85,4,4,4,12,Champions
C10646,284,1,32.5,1,1,3,5,Lost
C10647,360,1,19.5,1,1,2,4,Lost
C10648,305,1,3.25,1,1,1,3,Lost
C10649,202,1,26.0,2,1,2,5,Lost
C10650,13,2,45.8,4,3,3,10,Loyal Customers
C10651,59,1,5.0,3,1,1,5,Potential Loyalists
C10652,6,3,87.9,4,4,3,11,Loyal Customers
C10653,44,1,3.25,3,1,1,5,Potential Loyalists
C10654,113,1,16.25,2,1,2,5,Lost
C10655,1,7,350.55,4,4,4,12,Champions
C10656,9,5,121.45,4,4,4,12,Champions
C10657,362,1,9.75,1,1,1,3,Lost
C10658,40,1,87.10000000000001,3,1,3,7,Potential Loyalists
C10659,222,1,6.5,1,1,1,3,Lost
C10660,3,29,1037.25,4,4,4,12,Champions
C10661,23,3,316.1,3,4,4,11,Loyal Customers
C10662,9,1,94.55,4,1,3,8,New Customers
C10663,116,2,499.74999999999994,2,3,4,9,At Risk
C10664,207,1,354.25,1,1,4,6,Lost
C10665,374,1,16.25,1,1,2,4,Lost
C10666,125,1,9.75,2,1,1,4,Lost
C10667,7,3,234.2,4,4,4,12,Champions
C10668,215,1,32.5,1,1,3,5,Lost
C10669,321,1,6.5,1,1,1,3,Lost
C10670,79,1,3.25,2,1,1,4,Lost
C10671,36,1,16.25,3,1,2,6,Potential Loyalists
C10672,90,1,59.5,2,1,3,6,Lost
C10673,9,1,13.0,4,1,2,7,New Customers
C10674,171,2,48.75,2,3,3,8,At Risk
C10675,211,1,11.9,1,1,2,4,Lost
C10676,43,1,66.0,3,1,3,7,Potential Loyalists
C10677,22,1,459.5,3,1,4,8,Potential Loyalists
C10678,83,2,146.75,2,3,4,9,At Risk
C10679,357,1,6.5,1,1,1,3,Lost
C10680,36,1,79.5,3,1,3,7,Potential Loyalists
C10681,86,2,69.55,2,3,3,8,At Risk
C10682,237,1,37.5,1,1,3,5,Lost
C10683,64,1,39.0,3,1,3,7,Potential Loyalists
C10684,336,1,56.7,1,1,3,5,Lost
C10685,10,1,66.5,4,1,3,8,New Customers
C10686,21,2,13.0,3,3,2,8,Loyal Customers
C10687,6,1,19.5,4,1,2,7,New Customers
C10688,374,1,78.0,1,1,3,5,Lost
C10689,25,7,644.5,3,4,4,11,Loyal Customers
C10690,5,9,1249.5,4,4,4,12,Champions
C10691,41,1,113.60000000000001,3,1,4,8,Potential Loyalists
C10692,13,1,9.75,4,1,1,6,New Customers
C10693,7,1,1.25,4,1,1,6,New Customers
C10694,371,1,19.5,1,1,2,4,Lost
C10695,170,1,9.75,2,1,1,4,Lost
C10696,41,1,37.7,3,1,3,7,Potential Loyalists
C10697,21,1,19.5,3,1,2,6,Potential Loyalists
C10698,110,1,17.700000000000003,2,1,2,5,Lost
C10699,328,1,9.75,1,1,1,3,Lost
C10700,24,1,9.75,3,1,1,5,Potential Loyalists
C10701,41,1,59.5,3,1,3,7,Potential Loyalists
C10702,157,1,2.95,2,1,1,4,Lost
C10703,356,1,3.25,1,1,1,3,Lost
C10704,346,1,6.5,1,1,1,3,Lost
C10705,45,1,138.85,3,1,4,8,Potential Loyalists
C10706,245,1,3.25,1,1,1,3,Lost
C10707,372,1,19.5,1,1,2,4,Lost
C10708,161,1,6.5,2,1,1,4,Lost
C10709,7,19,1759.55,4,4,4,12,Champions
C10710,84,1,4.25,2,1,1,4,Lost
C10711,152,1,13.0,2,1,2,5,Lost
C10712,351,1,32.5,1,1,3,5,Lost
C10713,368,1,6.5,1,1,1,3,Lost
C10714,263,1,11.8,1,1,2,4,Lost
C10715,53,1,6.5,3,1,1,5,Potential Loyalists
C10716,47,6,475.3,3,4,4,11,Loyal Customers
C10717,15,2,51.5,4,3,3,10,Loyal Customers
C10718,86,1,8.850000000000001,2,1,1,4,Lost
C10719,247,1,6.5,1,1,1,3,Lost
C10720,336,1,35.75,1,1,3,5,Lost
C10721,198,1,318.75,2,1,4,7,Lost
C10722,9,13,1434.35,4,4,4,12,Champions
C10723,51,1,5.9,3,1,1,5,Potential Loyalists
C10724,312,1,78.0,1,1,3,5,Lost
C10725,52,1,26.0,3,1,2,6,Potential Loyalists
C10726,133,1,45.0,2,1,3,6,Lost
C10727,14,2,13.0,4,3,2,9,Loyal Customers
C10728,341,1,29.75,1,1,2,4,Lost
C10729,63,2,104.95,3,3,3,9,Loyal Customers
C10730,18,1,5.95,4,1,1,6,New Customers
C10731,37,1,22.75,3,1,2,6,Potential Loyalists
C10732,7,1,162.5,4,1,4,9,New Customers
C10733,2,28,1768.9,4,4,4,12,Champions
C10734,20,1,10.75,3,1,2,6,Potential Loyalists
C10735,358,1,3.25,1,1,1,3,Lost
C10736,16,1,102.6,4,1,3,8,New Customers
C10737,175,1,3.25,2,1,1,4,Lost
C10738,3,5,151.95,4,4,4,12,Champions
C10739,175,1,19.5,2,1,2,5,Lost
C10740,4,6,188.1,4,4,4,12,Champions
C10741,70,1,47.65,2,1,3,6,Lost
C10742,237,1,26.0,1,1,2,4,Lost
C10743,40,1,57.1,3,1,3,7,Potential Loyalists
C10744,156,1,26.0,2,1,2,5,Lost
C10745,349,1,29.9,1,1,3,5,Lost
C10746,269,2,26.0,1,3,2,6,Cant Lose Them
C10747,152,1,83.9,2,1,3,6,Lost
C10748,180,1,13.0,2,1,2,5,Lost
C10749,43,1,41.8,3,1,3,7,Potential Loyalists
C10750,11,6,117.1,4,4,4,12,Champions
C10751,52,1,22.75,3,1,2,6,Potential Loyalists
C10752,290,1,6.5,1,1,1,3,Lost
C10753,350,1,41.9,1,1,3,5,Lost
C10754,197,1,3.25,2,1,1,4,Lost
C10755,186,1,42.25,2,1,3,6,Lost
C10756,34,1,32.5,3,1,3,7,Potential Loyalists
C10757,7,13,624.5500000000001,4,4,4,12,Champions
C10758,71,1,11.25,2,1,2,5,Lost
C10759,69,1,3.25,2,1,1,4,Lost
C10760,3,1,16.25,4,1,2,7,New Customers
C10761,33,1,13.0,3,1,2,6,Potential Loyalists
C10762,32,1,32.5,3,1,3,7,Potential Loyalists
C10763,372,1,117.0,1,1,4,6,Lost
C10764,208,3,327.5,1,4,4,9,Cant Lose Them
C10765,46,1,74.75,3,1,3,7,Potential Loyalists
C10766,253,1,13.0,1,1,2,4,Lost
C10767,119,1,6.5,2,1,1,4,Lost
C10768,142,1,6.25,2,1,1,4,Lost
C10769,4,1,8.4,4,1,1,6,New Customers
C10770,348,1,9.75,1,1,1,3,Lost
C10771,158,1,83.4,2,1,3,6,Lost
C10772,32,1,3.25,3,1,1,5,Potential Loyalists
C10773,333,1,16.25,1,1,2,4,Lost
C10774,213,1,59.5,1,1,3,5,Lost
C10775,171,1,11.9,2,1,2,5,Lost
C10776,1,19,2783.5,4,4,4,12,Champions
C10777,2,7,481.1,4,4,4,12,Champions
C10778,16,1,9.75,4,1,1,6,New Customers
C10779,362,1,19.5,1,1,2,4,Lost
C10780,350,1,5.9,1,1,1,3,Lost
C10781,256,1,71.4,1,1,3,5,Lost
C10782,71,2,39.0,2,3,3,8,At Risk
C10783,30,1,5.9,3,1,1,5,Potential Loyalists
C10784,280,1,9.75,1,1,1,3,Lost
C10785,61,1,393.25,3,1,4,8,Potential Loyalists
C10786,311,1,13.0,1,1,2,4,Lost
C10787,361,1,16.25,1,1,2,4,Lost
C10788,46,1,22.75,3,1,2,6,Potential Loyalists
C10789,110,1,13.2,2,1,2,5,Lost
C10790,2,2,172.75,4,3,4,11,Loyal Customers
C10791,49,1,53.8,3,1,3,7,Potential Loyalists
C10792,35,1,29.25,3,1,2,6,Potential Loyalists
C10793,200,1,13.0,2,1,2,5,Lost
C10794,268,1,3.25,1,1,1,3,Lost
C10795,316,1,70.80000000000001,1,1,3,5,Lost
C10796,193,1,6.25,2,1,1,4,Lost
C10797,70,1,283.20000000000005,2,1,4,7,Lost
C10798,71,1,32.5,2,1,3,6,Lost
C10799,239,1,21.0,1,1,2,4,Lost
C10800,188,1,6.5,2,1,1,4,Lost
C10801,56,1,39.0,3,1,3,7,Potential Loyalists
C10802,214,1,3.25,1,1,1,3,Lost
C10803,46,1,32.5,3,1,3,7,Potential Loyalists
C10804,168,1,23.8,2,1,2,5,Lost
C10805,115,1,3.25,2,1,1,4,Lost
C10806,2,3,23.75,4,4,2,10,Loyal Customers
C10807,354,1,6.5,1,1,1,3,Lost
C10808,354,1,3.25,1,1,1,3,Lost
C10809,37,2,172.1,3,3,4,10,Loyal Customers
C10810,69,1,5.95,2,1,1,4,Lost
C10811,105,2,73.6,2,3,3,8,At Risk
C10812,59,1,13.4,3,1,2,6,Potential Loyalists
C10813,148,1,78.0,2,1,3,6,Lost
C10814,86,1,13.0,2,1,2,5,Lost
C10815,3,1,34.55,4,1,3,8,New Customers
C10816,277,1,3.25,1,1,1,3,Lost
C10817,10,1,17.700000000000003,4,1,2,7,New Customers
C10818,85,1,16.25,2,1,2,5,Lost
C10819,142,1,21.65,2,1,2,5,Lost
C10820,9,1,3.25,4,1,1,6,New Customers
C10821,314,1,6.5,1,1,1,3,Lost
C10822,33,1,9.75,3,1,1,5,Potential Loyalists
C10823,33,1,9.75,3,1,1,5,Potential Loyalists
C10824,126,1,3.25,2,1,1,4,Lost
C10825,338,1,16.25,1,1,2,4,Lost
C10826,135,3,130.0,2,4,4,10,At Risk
C10827,40,1,20.0,3,1,2,6,Potential Loyalists
C10828,332,1,17.85,1,1,2,4,Lost
C10829,238,1,100.75,1,1,3,5,Lost
C10830,2,3,475.75,4,4,4,12,Champions
C10831,69,1,8.6,2,1,1,4,Lost
C10832,4,3,51.65,4,4,3,11,Loyal Customers
C10833,332,1,3.25,1,1,1,3,Lost
C10834,32,1,57.6,3,1,3,7,Potential Loyalists
C10835,29,1,35.75,3,1,3,7,Potential Loyalists
C10836,323,1,13.0,1,1,2,4,Lost
C10837,25,1,39.0,3,1,3,7,Potential Loyalists
C10838,25,1,32.5,3,1,3,7,Potential Loyalists
C10839,25,1,324.3,3,1,4,8,Potential Loyalists
C10840,300,1,12.5,1,1,2,4,Lost
C10841,353,1,16.25,1,1,2,4,Lost
C10842,12,2,223.45000000000002,4,3,4,11,Loyal Customers
C10843,4,17,1864.6000000000001,4,4,4,12,Champions
C10844,274,1,5.95,1,1,1,3,Lost
C10845,273,1,3.25,1,1,1,3,Lost
C10846,271,1,16.25,1,1,2,4,Lost
C10847,76,1,48.5,2,1,3,6,Lost
C10848,363,1,6.5,1,1,1,3,Lost
C10849,35,2,677.0,3,3,4,10,Loyal Customers
C10850,17,6,353.15,4,4,4,12,Champions
C10851,345,1,13.0,1,1,2,4,Lost
C10852,23,5,321.0,3,4,4,11,Loyal Customers
C10853,3,15,1866.25,4,4,4,12,Champions
C10854,256,1,117.0,1,1,4,6,Lost
C10855,2,5,1235.6,4,4,4,12,Champions
C10856,285,1,3.25,1,1,1,3,Lost
C10857,24,1,87.05,3,1,3,7,Potential Loyalists
C10858,26,3,76.7,3,4,3,10,Loyal Customers
C10859,150,1,21.0,2,1,2,5,Lost
C10860,7,1,1.25,4,1,1,6,New Customers
C10861,345,1,10.5,1,1,2,4,Lost
C10862,259,1,529.75,1,1,4,6,Lost
C10863,29,1,119.6,3,1,4,8,Potential Loyalists
C10864,9,2,21.85,4,3,2,9,Loyal Customers
C10865,98,1,58.5,2,1,3,6,Lost
C10866,35,2,347.75,3,3,4,10,Loyal Customers
C10867,305,1,42.25,1,1,3,5,Lost
C10868,356,1,26.0,1,1,2,4,Lost
C10869,3,14,873.15,4,4,4,12,Champions
C10870,116,2,35.75,2,3,3,8,At Risk
C10871,209,1,3.25,1,1,1,3,Lost
C10872,61,2,35.75,3,3,3,9,Loyal Customers
C10873,206,1,8.850000000000001,1,1,1,3,Lost
C10874,32,1,19.5,3,1,2,6,Potential Loyalists
C10875,65,1,13.0,3,1,2,6,Potential Loyalists
C10876,278,1,70.80000000000001,1,1,3,5,Lost
C10877,266,1,16.25,1,1,2,4,Lost
C10878,279,1,3.25,1,1,1,3,Lost
C10879,352,1,117.0,1,1,4,6,Lost
C10880,151,1,9.75,2,1,1,4,Lost
C10881,282,2,9.75,1,3,1,5,Cant Lose Them
C10882,20,1,26.0,3,1,2,6,Potential Loyalists
C10883,26,1,39.0,3,1,3,7,Potential Loyalists
C10884,34,1,29.25,3,1,2,6,Potential Loyalists
C10885,306,1,15.0,1,1,2,4,Lost
C10886,17,1,63.5,4,1,3,8,New Customers
C10888,10,1,162.5,4,1,4,9,New Customers
C10889,372,1,6.5,1,1,1,3,Lost
C10890,30,1,8.6,3,1,1,5,Potential Loyalists
C10891,112,1,10.9,2,1,2,5,Lost
C10892,182,1,9.75,2,1,1,4,Lost
C10893,168,1,117.0,2,1,4,7,Lost
C10894,9,22,2348.75,4,4,4,12,Champions
C10895,236,1,14.75,1,1,2,4,Lost
C10896,223,1,6.5,1,1,1,3,Lost
C10897,65,1,6.5,3,1,1,5,Potential Loyalists
C10898,186,1,4.2,2,1,1,4,Lost
C10899,13,1,16.25,4,1,2,7,New Customers
C10900,69,2,118.15,2,3,4,9,At Risk
C10901,187,1,13.0,2,1,2,5,Lost
C10902,59,1,16.25,3,1,2,6,Potential Loyalists
C10903,66,3,143.95,3,4,4,11,Loyal Customers
C10904,1,19,2751.45,4,4,4,12,Champions
C10905,318,1,35.400000000000006,1,1,3,5,Lost
C10906,121,2,48.75,2,3,3,8,At Risk
C10907,21,1,23.85,3,1,2,6,Potential Loyalists
C10908,10,5,143.45,4,4,4,12,Champions
C10909,26,3,188.5,3,4,4,11,Loyal Customers
C10910,59,1,66.0,3,1,3,7,Potential Loyalists
C10911,157,1,16.25,2,1,2,5,Lost
C10912,86,1,6.5,2,1,1,4,Lost
C10913,9,1,63.65,4,1,3,8,New Customers
C10914,249,1,168.95,1,1,4,6,Lost
C10915,2,18,2853.7000000000003,4,4,4,12,Champions
C10916,187,1,13.9,2,1,2,5,Lost
C10917,141,1,681.95,2,1,4,7,Lost
C10918,24,4,969.6,3,4,4,11,Loyal Customers
C10919,53,1,39.0,3,1,3,7,Potential Loyalists
C10920,373,1,3.25,1,1,1,3,Lost
C10921,318,1,3.25,1,1,1,3,Lost
C10922,10,16,1151.85,4,4,4,12,Champions
C10923,23,4,104.0,3,4,3,10,Loyal Customers
C10924,7,2,32.5,4,3,3,10,Loyal Customers
C10925,361,1,9.45,1,1,1,3,Lost
C10926,93,1,22.75,2,1,2,5,Lost
C10927,192,2,27.450000000000003,2,3,2,7,At Risk
C10928,4,1,35.75,4,1,3,8,New Customers
C10929,270,1,6.5,1,1,1,3,Lost
C10930,2,6,1510.3,4,4,4,12,Champions
C10931,198,1,6.5,2,1,1,4,Lost
C10932,3,1,32.75,4,1,3,8,New Customers
C10933,27,1,6.5,3,1,1,5,Potential Loyalists
C10934,2,18,2471.55,4,4,4,12,Champions
C10935,344,1,16.25,1,1,2,4,Lost
C10936,359,1,3.25,1,1,1,3,Lost
C10937,343,1,6.5,1,1,1,3,Lost
C10938,175,1,15.15,2,1,2,5,Lost
C10939,197,1,6.5,2,1,1,4,Lost
C10940,117,1,13.0,2,1,2,5,Lost
C10941,158,1,7.75,2,1,1,4,Lost
C10942,1,18,1610.8,4,4,4,12,Champions
C10943,81,1,9.75,2,1,1,4,Lost
C10944,39,3,152.75,3,4,4,11,Loyal Customers
C10946,29,1,17.85,3,1,2,6,Potential Loyalists
C10947,300,1,3.25,1,1,1,3,Lost
C10948,5,5,672.35,4,4,4,12,Champions
C10949,323,1,13.0,1,1,2,4,Lost
C10950,205,2,477.0,2,3,4,9,At Risk
C10951,96,1,6.5,2,1,1,4,Lost
C10952,2,23,1263.25,4,4,4,12,Champions
C10953,5,2,108.35,4,3,4,11,Loyal Customers
C10954,36,2,48.75,3,3,3,9,Loyal Customers
C10955,184,1,6.5,2,1,1,4,Lost
C10956,67,1,6.5,3,1,1,5,Potential Loyalists
C10957,68,1,42.45,3,1,3,7,Potential Loyalists
C10958,92,1,117.0,2,1,4,7,Lost
C10959,159,1,9.75,2,1,1,4,Lost
C10960,352,1,55.6,1,1,3,5,Lost
C10961,110,1,3.25,2,1,1,4,Lost
C10962,94,2,218.6,2,3,4,9,At Risk
C10963,1,1,9.75,4,1,1,6,New Customers
C10964,16,1,43.0,4,1,3,8,New Customers
C10966,365,1,3.25,1,1,1,3,Lost
C10967,1,5,563.0500000000001,4,4,4,12,Champions
C10969,25,3,30.9,3,4,3,10,Loyal Customers
C10970,35,2,52.0,3,3,3,9,Loyal Customers
C10971,184,1,3.25,2,1,1,4,Lost
C10972,85,1,214.20000000000002,2,1,4,7,Lost
C10973,326,1,56.05,1,1,3,5,Lost
C10974,315,1,6.5,1,1,1,3,Lost
C10975,41,3,68.25,3,4,3,10,Loyal Customers
C10976,9,1,3.25,4,1,1,6,New Customers
C10977,36,1,274.35,3,1,4,8,Potential Loyalists
C10978,98,1,3.25,2,1,1,4,Lost
C10979,12,1,64.0,4,1,3,8,New Customers
C10980,186,1,13.0,2,1,2,5,Lost
C10981,3,8,993.2,4,4,4,12,Champions
C10982,135,1,3.25,2,1,1,4,Lost
C10983,80,1,1.25,2,1,1,4,Lost
C10984,203,1,9.75,2,1,1,4,Lost
C10985,42,1,19.5,3,1,2,6,Potential Loyalists
C10986,151,1,75.60000000000001,2,1,3,6,Lost
C10987,17,1,16.25,4,1,2,7,New Customers
C10988,59,4,39.0,3,4,3,10,Loyal Customers
C10989,9,2,260.0,4,3,4,11,Loyal Customers
C10990,92,1,6.5,2,1,1,4,Lost
C10991,6,2,69.3,4,3,3,10,Loyal Customers
C10992,10,2,12.4,4,3,2,9,Loyal Customers
C10993,260,1,8.4,1,1,1,3,Lost
C10994,33,1,3.25,3,1,1,5,Potential Loyalists
C10995,108,1,23.85,2,1,2,5,Lost
C10996,247,1,117.0,1,1,4,6,Lost
C10997,169,1,6.5,2,1,1,4,Lost
C10999,15,1,2.1,4,1,1,6,New Customers
C11000,83,1,91.0,2,1,3,6,Lost
C11001,145,1,9.75,2,1,1,4,Lost
C11002,62,1,3.25,3,1,1,5,Potential Loyalists
C11003,283,1,1.25,1,1,1,3,Lost
C11004,37,1,3.75,3,1,1,5,Potential Loyalists
C11005,27,1,26.0,3,1,2,6,Potential Loyalists
C11006,363,1,21.25,1,1,2,4,Lost
C11007,22,1,94.3,3,1,3,7,Potential Loyalists
C11008,34,1,3.25,3,1,1,5,Potential Loyalists
C11009,201,1,44.35,2,1,3,6,Lost
C11010,13,3,126.35,4,4,4,12,Champions
C11011,91,2,41.7,2,3,3,8,At Risk
C11012,3,1,9.75,4,1,1,6,New Customers
C11013,244,2,46.5,1,3,3,7,Cant Lose Them
C11014,5,4,475.35,4,4,4,12,Champions
C11015,36,1,396.5,3,1,4,8,Potential Loyalists
C11016,332,2,43.2,1,3,3,7,Cant Lose Them
C11017,36,4,445.5,3,4,4,11,Loyal Customers
C11018,99,1,164.9,2,1,4,7,Lost
C11019,15,1,78.0,4,1,3,8,New Customers
C11020,4,6,841.1,4,4,4,12,Champions
C11021,248,1,4.2,1,1,1,3,Lost
C11022,6,4,206.15,4,4,4,12,Champions
C11023,135,1,2.5,2,1,1,4,Lost
C11024,240,1,13.0,1,1,2,4,Lost
C11025,15,3,118.5,4,4,4,12,Champions
C11026,32,3,54.5,3,4,3,10,Loyal Customers
C11027,3,1,42.05,4,1,3,8,New Customers
C11028,43,1,26.0,3,1,2,6,Potential Loyalists
C11029,16,1,19.5,4,1,2,7,New Customers
C11030,33,6,554.85,3,4,4,11,Loyal Customers
C11031,351,1,6.5,1,1,1,3,Lost
C11032,3,10,553.1,4,4,4,12,Champions
C11033,68,1,3.25,3,1,1,5,Potential Loyalists
C11034,38,1,9.75,3,1,1,5,Potential Loyalists
C11035,4,2,143.0,4,3,4,11,Loyal Customers
C11036,4,25,1884.25,4,4,4,12,Champions
C11037,357,1,39.0,1,1,3,5,Lost
C11038,332,1,6.5,1,1,1,3,Lost
C11039,360,1,13.0,1,1,2,4,Lost
C11040,2,4,88.8,4,4,3,11,Loyal Customers
C11041,3,22,1687.9,4,4,4,12,Champions
C11042,82,1,17.85,2,1,2,5,Lost
C11043,360,1,16.25,1,1,2,4,Lost
C11044,3,20,2137.2,4,4,4,12,Champions
C11045,8,6,200.4,4,4,4,12,Champions
C11046,208,1,6.5,1,1,1,3,Lost
C11047,209,1,32.5,1,1,3,5,Lost
C11048,24,1,97.4,3,1,3,7,Potential Loyalists
C11049,13,2,110.5,4,3,4,11,Loyal Customers
C11050,5,20,1812.4,4,4,4,12,Champions
C11051,5,1,2.1,4,1,1,6,New Customers
C11052,37,1,26.0,3,1,2,6,Potential Loyalists
C11053,87,1,346.0,2,1,4,7,Lost
C11054,35,3,126.7,3,4,4,11,Loyal Customers
C11055,293,1,9.75,1,1,1,3,Lost
C11056,352,1,32.5,1,1,3,5,Lost
C11057,5,14,1464.25,4,4,4,12,Champions
C11058,36,1,6.5,3,1,1,5,Potential Loyalists
C11060,247,1,32.5,1,1,3,5,Lost
C11061,27,1,53.55,3,1,3,7,Potential Loyalists
C11062,36,1,6.5,3,1,1,5,Potential Loyalists
C11063,55,3,280.1,3,4,4,11,Loyal Customers
C11064,67,1,39.0,3,1,3,7,Potential Loyalists
C11065,188,1,92.4,2,1,3,6,Lost
C11066,208,1,3.25,1,1,1,3,Lost
C11067,100,1,13.0,2,1,2,5,Lost
C11068,332,1,39.0,1,1,3,5,Lost
C11069,297,1,13.0,1,1,2,4,Lost
C11070,3,1,45.5,4,1,3,8,New Customers
C11071,7,6,786.95,4,4,4,12,Champions
C11072,5,9,391.15,4,4,4,12,Champions
C11073,313,1,78.0,1,1,3,5,Lost
C11074,247,1,32.5,1,1,3,5,Lost
